"","expo","nclaims","amount","coverage","ageph","sex","bm","power","agec","fuel","use","fleet","long","lat"
"124699",1,0,0,"TPL+",74,"male",0,39,7,"gasoline","private","0",3.21146030365927,50.7436010825715
"3808",1,0,0,"TPL++",51,"female",0,84,2,"gasoline","private","0",4.28110524587358,50.8295104693713
"161653",1,0,0,"TPL",48,"male",0,51,15,"gasoline","private","0",3.67407041899466,50.9294898116397
"39169",1,0,0,"TPL",50,"male",0,61,3,"diesel","private","0",4.36132289582777,51.0941332695407
"122121",1,0,0,"TPL",66,"female",0,40,11,"gasoline","private","0",3.37582731451015,50.5925185407709
"94042",1,0,0,"TPL+",35,"male",0,60,5,"gasoline","private","0",4.40208807340011,50.3279476725128
"93095",1,1,1492.8643848894,"TPL+",57,"male",2,52,8,"gasoline","private","0",4.43709177560176,50.4173411858797
"28696",1,0,0,"TPL+",58,"male",5,85,12,"gasoline","work","0",4.47576783184174,51.1919321008295
"152451",1,0,0,"TPL+",37,"female",3,44,2,"gasoline","private","0",4.19347022671512,51.1335154441337
"154973",0.947945205479452,0,0,"TPL+",34,"male",0,85,5,"diesel","private","0",4.03509617936571,50.9422882825979
"77118",1,0,0,"TPL++",44,"male",0,39,4,"gasoline","private","0",5.84419842219759,50.5851528730638
"8989",0.852054794520548,0,0,"TPL++",26,"female",8,47,4,"diesel","private","0",4.3126036782253,50.8145607344824
"99906",1,0,0,"TPL+",58,"female",0,55,2,"gasoline","private","0",4.51633678392786,50.3480820715844
"35108",1,0,0,"TPL",74,"male",1,101,4,"gasoline","private","0",4.32823194122564,51.1443929431122
"150913",1,1,636.193941978042,"TPL+",41,"male",0,55,7,"diesel","private","0",4.1502097937052,51.1714865860244
"83527",1,0,0,"TPL+",27,"male",8,85,4,"gasoline","private","0",4.6645370866217,50.4722649921733
"17167",0.0876712328767123,0,0,"TPL+",39,"male",1,54,9,"gasoline","private","0",3.9762445476547,50.7533588529725
"71225",1,1,170.302851519215,"TPL",30,"male",5,66,10,"diesel","private","0",5.21146679055849,50.5091583544324
"122981",1,0,0,"TPL",73,"male",0,52,7,"gasoline","private","0",3.58020152768399,50.5126807787816
"93934",1,1,64.6258419083835,"TPL",49,"male",2,63,7,"gasoline","private","0",4.40208807340011,50.3279476725128
"13992",0.238356164383562,0,0,"TPL",53,"female",9,32,11,"gasoline","private","0",4.34681694963428,50.6925313743915
"97109",1,0,0,"TPL+",48,"female",5,43,4,"gasoline","private","0",4.51024082354512,50.3976313863189
"20972",1,0,0,"TPL",27,"male",7,66,2,"diesel","private","0",4.42199154955779,50.9306576039942
"19331",1,0,0,"TPL",52,"male",0,43,5,"gasoline","private","0",4.16867474468087,50.9629957047069
"46920",1,0,0,"TPL",25,"female",9,54,9,"gasoline","private","0",4.64242578497385,51.0055602380573
"109517",0.0849315068493151,0,0,"TPL+",45,"male",5,66,4,"diesel","private","0",3.87474675433954,50.390620653242
"58736",1,0,0,"TPL+",72,"male",2,65,2,"gasoline","private","1",5.55664901167823,50.6478075291239
"157359",1,0,0,"TPL",38,"male",11,66,14,"gasoline","private","0",3.87931332527628,50.8650745658517
"96519",1,0,0,"TPL",72,"male",1,36,15,"gasoline","private","0",4.51024082354512,50.3976313863189
"22920",0.47945205479452,0,0,"TPL++",34,"male",4,60,4,"diesel","private","0",4.45976387653786,50.8456835721594
"88453",1,0,0,"TPL++",36,"male",0,60,3,"diesel","work","0",4.61337356615891,50.0545225610009
"38661",1,0,0,"TPL",38,"female",2,37,10,"gasoline","private","0",4.40919357666147,51.0944988094493
"6342",1,1,1628.58608970275,"TPL+",48,"male",11,66,7,"diesel","private","0",4.39673657191953,50.8706355187769
"133746",1,0,0,"TPL",30,"male",3,47,7,"diesel","private","0",2.9141331178341,51.2104512001652
"1478",0.832876712328767,0,0,"TPL",51,"male",1,54,11,"gasoline","private","0",4.37467709170898,50.8621726451902
"68215",1,0,0,"TPL",76,"male",0,70,9,"gasoline","private","0",5.42923359281155,50.5974461281429
"80",1,0,0,"TPL++",68,"male",0,110,7,"gasoline","work","1",4.35522299485413,50.8453864646626
"114622",1,0,0,"TPL++",63,"female",1,36,3,"gasoline","private","0",4.2756250626788,50.4623025673164
"85498",1,0,0,"TPL+",71,"female",3,85,5,"gasoline","private","0",5.04139965945661,50.4229482270987
"106808",1,0,0,"TPL+",51,"male",1,68,9,"gasoline","work","0",3.9567613947591,50.4569048505571
"42309",1,0,0,"TPL+",36,"male",9,42,6,"diesel","private","0",4.43184109888125,51.3344705167668
"160440",0.287671232876712,0,0,"TPL",36,"male",9,66,2,"diesel","work","0",3.59819987022388,50.9575395049655
"129963",1,0,0,"TPL",46,"female",9,40,13,"diesel","private","0",3.72111622048098,50.5353140543811
"66582",1,0,0,"TPL+",67,"male",1,54,5,"diesel","private","0",5.25512809509581,50.6945616991522
"30132",1,0,0,"TPL",28,"female",1,53,4,"diesel","private","0",4.87032450055222,51.1071445922789
"144525",1,0,0,"TPL",38,"male",7,44,11,"gasoline","private","0",3.14281102682167,50.7930459073677
"81401",1,0,0,"TPL++",28,"female",4,33,5,"gasoline","private","0",4.69382231712294,50.5674812856238
"155493",1,1,59.2465524208042,"TPL",75,"male",1,40,12,"gasoline","private","0",4.03509617936571,50.9422882825979
"83398",1,0,0,"TPL",48,"female",1,44,12,"gasoline","private","0",4.81656927653335,50.3757270053194
"153087",1,0,0,"TPL",46,"male",0,27,13,"diesel","private","0",4.10709962019283,51.2301180746218
"17672",0.334246575342466,0,0,"TPL+",32,"female",4,40,10,"gasoline","private","0",4.33395017857947,50.7683191183661
"55870",0.849315068493151,0,0,"TPL+",51,"male",1,73,10,"gasoline","private","0",5.20488167274324,50.8121437884581
"116154",1,0,0,"TPL+",59,"male",0,55,7,"gasoline","private","0",4.16179244623246,50.5608390223111
"21687",0.846575342465753,0,0,"TPL+",40,"male",0,110,9,"gasoline","private","0",4.37305172273991,50.941116827219
"84143",1,0,0,"TPL+",44,"male",0,55,2,"gasoline","private","0",5.04601128749727,50.4872244746992
"79463",1,0,0,"TPL+",52,"male",0,55,7,"gasoline","private","0",5.68972919383952,50.4581107633989
"160807",1,0,0,"TPL++",58,"female",5,85,5,"gasoline","private","0",3.65712866283752,50.9865027014351
"67696",0.421917808219178,0,0,"TPL",30,"male",8,100,7,"gasoline","private","0",5.3855713665182,50.7110615102441
"84271",0.556164383561644,0,0,"TPL+",50,"female",2,60,13,"gasoline","private","0",5.04601128749727,50.4872244746992
"161964",1,1,1636.02289544595,"TPL",54,"male",6,66,6,"diesel","private","0",3.55047915443394,51.1948475542053
"86535",1,0,0,"TPL++",45,"male",0,55,2,"gasoline","private","0",4.81738173087695,50.2138936599345
"91185",1,0,0,"TPL+",45,"female",0,33,8,"gasoline","private","0",4.43709177560176,50.4173411858797
"152165",0.473972602739726,0,0,"TPL",62,"male",0,37,10,"gasoline","private","0",4.19347022671512,51.1335154441337
"10329",1,0,0,"TPL+",49,"male",0,40,8,"diesel","private","0",4.58465543792084,50.7161086742442
"6136",0.246575342465753,0,0,"TPL",30,"female",2,57,5,"gasoline","private","0",4.30952489788231,50.8821398068034
"157428",1,0,0,"TPL",58,"male",3,40,15,"diesel","private","0",3.82564991511092,50.8214059129374
"60224",1,0,0,"TPL++",44,"male",5,65,3,"gasoline","private","0",5.55664901167823,50.6478075291239
"146223",0.254794520547945,1,70.1538675108267,"TPL+",53,"male",6,66,3,"diesel","private","0",3.70660884472355,51.0590759805841
"145742",1,0,0,"TPL",32,"male",5,55,5,"diesel","work","0",3.04463036276887,50.8107130632389
"156630",1,0,0,"TPL",53,"male",1,90,2,"gasoline","private","0",3.98134730636464,50.8853207418463
"9252",1,0,0,"TPL",34,"female",7,25,12,"gasoline","private","0",4.41954240929658,50.8485277474009
"55164",0.150684931506849,0,0,"TPL",75,"male",1,62,12,"gasoline","private","0",5.4528270067741,50.7723368231081
"145523",1,0,0,"TPL",45,"male",10,83,1,"diesel","private","0",3.04463036276887,50.8107130632389
"127776",1,0,0,"TPL",29,"male",9,50,11,"gasoline","private","0",3.81557563469108,50.7084278097452
"53987",1,0,0,"TPL",35,"female",1,100,13,"gasoline","private","0",5.7002929484864,51.0365035978357
"17622",0.556164383561644,0,0,"TPL",45,"female",11,85,1,"diesel","private","0",4.33395017857947,50.7683191183661
"35222",1,0,0,"TPL+",63,"male",0,64,8,"gasoline","private","0",4.32823194122564,51.1443929431122
"150994",1,0,0,"TPL",43,"male",1,68,8,"gasoline","private","0",4.1502097937052,51.1714865860244
"134632",1,0,0,"TPL",51,"male",1,83,3,"diesel","private","0",2.96562825093341,51.2373852863166
"92177",1,0,0,"TPL++",50,"male",0,66,1,"gasoline","private","0",4.43709177560176,50.4173411858797
"18601",1,0,0,"TPL++",66,"male",0,77,3,"diesel","private","1",4.22762023002984,50.8594359205712
"43716",0.663013698630137,0,0,"TPL",26,"male",12,39,11,"diesel","private","0",4.68383153521203,50.8816251488922
"47077",1,0,0,"TPL++",49,"female",0,66,3,"diesel","private","0",4.64242578497385,51.0055602380573
"37791",1,0,0,"TPL+",38,"male",0,43,3,"diesel","work","0",4.35680128300751,51.0545076643261
"49995",1,0,0,"TPL++",30,"female",7,47,4,"diesel","work","0",5.03940504413113,50.8978813435397
"122050",1,0,0,"TPL+",61,"male",1,33,14,"gasoline","private","0",3.37582731451015,50.5925185407709
"42817",1,0,0,"TPL",49,"female",4,110,4,"gasoline","private","0",4.56986269626096,51.2567622283815
"98681",1,0,0,"TPL",36,"male",7,55,15,"gasoline","private","0",4.36084482483889,50.5148151514566
"49754",1,0,0,"TPL",50,"male",5,40,10,"gasoline","private","0",5.08939258500931,50.8354268908245
"153884",1,0,0,"TPL",44,"male",5,141,5,"gasoline","private","0",4.1276528359833,51.0787437069603
"74076",1,0,0,"TPL+",47,"male",0,65,3,"gasoline","private","0",5.72305244119386,50.6177182970185
"134650",1,0,0,"TPL",57,"male",0,60,5,"gasoline","private","0",2.96562825093341,51.2373852863166
"3159",1,0,0,"TPL",47,"male",2,44,2,"gasoline","private","0",4.36973950405122,50.823422611616
"46054",1,0,0,"TPL++",67,"male",10,120,3,"gasoline","work","0",4.52101596897939,50.7719319888291
"132153",1,0,0,"TPL",39,"male",0,51,8,"diesel","private","0",3.14393539099691,51.1320590884755
"57188",1,0,0,"TPL",65,"female",0,44,7,"gasoline","private","0",5.29033130239204,51.2261296101129
"158437",1,0,0,"TPL++",50,"male",0,55,1,"gasoline","private","0",3.79377696065688,50.8683956925694
"30058",0.882191780821918,0,0,"TPL+",48,"male",4,93,6,"diesel","private","0",4.87032450055222,51.1071445922789
"35657",1,0,0,"TPL",76,"male",0,47,14,"gasoline","private","0",4.4490648916674,51.1751147939818
"45483",1,0,0,"TPL",48,"male",0,100,12,"gasoline","private","0",4.52592007524767,50.8852118035491
"98470",1,0,0,"TPL",22,"male",11,52,7,"gasoline","private","0",4.36084482483889,50.5148151514566
"95543",1,0,0,"TPL",48,"male",1,54,12,"gasoline","private","0",4.36024375406355,50.4620091548263
"129739",1,0,0,"TPL+",36,"male",6,60,7,"diesel","private","0",3.72111622048098,50.5353140543811
"134807",1,1,70.4017610356,"TPL+",39,"male",4,51,8,"diesel","private","0",2.96562825093341,51.2373852863166
"67208",1,0,0,"TPL+",33,"male",0,66,6,"gasoline","private","0",5.32855469110446,50.684993359578
"64258",1,0,0,"TPL",77,"male",0,32,11,"gasoline","private","0",5.6339006576355,50.516332932137
"97418",1,0,0,"TPL++",39,"female",3,55,4,"diesel","private","1",4.51024082354512,50.3976313863189
"77282",1,0,0,"TPL+",52,"female",6,35,7,"diesel","private","0",5.84419842219759,50.5851528730638
"147925",0.827397260273973,0,0,"TPL",43,"male",2,40,15,"diesel","private","0",3.70660884472355,51.0590759805841
"114511",1,0,0,"TPL",49,"male",2,100,7,"gasoline","private","0",4.22426941740339,50.4572623904405
"147393",0.665753424657534,0,0,"TPL",28,"female",6,53,16,"diesel","private","0",3.70660884472355,51.0590759805841
"105829",0.997260273972603,1,143.034563794159,"TPL",45,"female",0,33,6,"gasoline","private","0",3.9567613947591,50.4569048505571
"150264",0.619178082191781,0,0,"TPL",57,"male",0,85,6,"diesel","private","0",3.84548620536013,51.1035095267499
"116185",0.178082191780822,0,0,"TPL",30,"male",12,82,10,"gasoline","work","0",4.16179244623246,50.5608390223111
"120818",0.53972602739726,0,0,"TPL+",39,"male",1,79,5,"gasoline","private","0",3.84709292634997,50.4384093720054
"147516",1,0,0,"TPL",62,"male",1,44,14,"gasoline","private","0",3.70660884472355,51.0590759805841
"104237",1,0,0,"TPL",32,"male",5,66,7,"gasoline","private","0",5.42148099752656,49.8515911571015
"19711",1,0,0,"TPL",42,"male",11,55,3,"diesel","private","1",4.08207901662443,50.8662643440022
"15514",1,0,0,"TPL+",33,"female",1,36,9,"gasoline","private","0",4.17854723478253,50.6906257739008
"150764",1,0,0,"TPL",47,"male",2,55,12,"gasoline","private","0",4.1502097937052,51.1714865860244
"81758",1,0,0,"TPL++",24,"male",11,47,2,"diesel","private","0",4.69382231712294,50.5674812856238
"146206",0.67945205479452,1,247.893524773239,"TPL",47,"male",11,51,13,"diesel","private","0",3.70660884472355,51.0590759805841
"119414",0.632876712328767,0,0,"TPL",67,"male",8,35,13,"gasoline","private","0",3.70208331817701,50.4364181324327
"18660",1,0,0,"TPL++",43,"male",3,50,2,"diesel","work","0",4.22762023002984,50.8594359205712
"1742",1,1,5200.9796752099,"TPL+",72,"male",0,43,1,"gasoline","private","0",4.37467709170898,50.8621726451902
"81906",0.208219178082192,0,0,"TPL+",30,"male",11,43,6,"diesel","private","0",4.60884938799216,50.4469893004344
"80397",1,1,1426.37934154522,"TPL",79,"male",0,83,6,"gasoline","private","0",4.85818540668705,50.4620030651056
"5372",1,1,70.4017610356,"TPL+",58,"male",8,68,6,"gasoline","private","0",4.31117769078817,50.8639348550884
"163110",1,2,124.194655911393,"TPL",36,"female",5,96,5,"gasoline","private","0",3.42125558043573,51.1999748874976
"159327",1,0,0,"TPL",32,"male",6,47,9,"diesel","private","0",3.60910887596644,50.8538489882237
"142600",1,0,0,"TPL",26,"male",6,44,8,"gasoline","private","0",3.08381924541499,51.0627449651302
"77111",0.736986301369863,0,0,"TPL++",34,"male",4,63,1,"gasoline","private","0",5.84419842219759,50.5851528730638
"81874",1,0,0,"TPL",61,"male",0,33,15,"gasoline","private","0",4.60884938799216,50.4469893004344
"123593",1,0,0,"TPL",43,"male",0,43,16,"gasoline","private","0",3.29441497166139,50.5532984257909
"71854",0.246575342465753,0,0,"TPL+",48,"female",0,52,4,"diesel","private","0",5.29019441501736,50.6093640452431
"10245",1,0,0,"TPL",57,"female",1,31,5,"gasoline","private","0",4.58465543792084,50.7161086742442
"80405",1,0,0,"TPL",77,"male",3,83,5,"gasoline","private","0",4.85818540668705,50.4620030651056
"29640",0.158904109589041,0,0,"TPL",21,"male",15,66,14,"gasoline","private","0",4.87085138226195,51.0478252976558
"45605",1,0,0,"TPL",34,"male",2,77,11,"gasoline","private","0",4.52592007524767,50.8852118035491
"66428",1,0,0,"TPL++",22,"male",14,85,5,"gasoline","private","0",5.25512809509581,50.6945616991522
"125294",1,0,0,"TPL",31,"male",7,40,4,"gasoline","private","0",3.21146030365927,50.7436010825715
"64811",0.312328767123288,0,0,"TPL",56,"male",9,55,11,"gasoline","private","0",5.60876487079694,50.4078287367787
"49067",1,0,0,"TPL+",36,"male",1,40,10,"diesel","private","0",4.83082554179662,50.8356809031453
"60041",0.482191780821918,2,18881.7523097479,"TPL+",43,"female",10,42,6,"diesel","private","0",5.55664901167823,50.6478075291239
"134225",0.0849315068493151,0,0,"TPL",43,"female",1,50,13,"gasoline","private","0",3.01193912369089,51.246917328221
"98468",0.556164383561644,0,0,"TPL",44,"male",9,42,4,"diesel","private","0",4.36084482483889,50.5148151514566
"3834",1,0,0,"TPL+",33,"female",3,39,7,"gasoline","private","0",4.28110524587358,50.8295104693713
"109336",0.945205479452055,0,0,"TPL",47,"male",0,55,7,"gasoline","private","0",4.09424029412058,50.507899540884
"148162",1,0,0,"TPL",25,"female",7,55,6,"gasoline","private","0",3.70660884472355,51.0590759805841
"42109",1,1,1293.73151643906,"TPL",47,"female",8,63,7,"gasoline","private","0",4.43184109888125,51.3344705167668
"22325",0.857534246575342,0,0,"TPL++",62,"male",5,43,4,"diesel","private","0",4.54886961660609,50.9418513782496
"19558",0.671232876712329,0,0,"TPL++",40,"male",4,70,1,"diesel","work","0",4.07867125344528,50.8351161974922
"63754",1,0,0,"TPL++",59,"male",0,55,4,"diesel","private","0",5.46371043346077,50.5355373734899
"96499",1,0,0,"TPL++",49,"male",0,66,1,"diesel","private","0",4.51024082354512,50.3976313863189
"99954",1,0,0,"TPL",67,"male",5,55,15,"gasoline","private","0",4.51633678392786,50.3480820715844
"156465",1,0,0,"TPL++",45,"male",3,51,4,"diesel","work","0",3.9401231205027,50.9221523290171
"81477",0.575342465753425,0,0,"TPL",37,"male",1,88,17,"gasoline","private","0",4.69382231712294,50.5674812856238
"159653",1,0,0,"TPL",61,"male",0,43,10,"gasoline","private","0",3.51605735280833,50.8488994048678
"17784",1,0,0,"TPL",66,"male",0,80,7,"gasoline","private","0",4.36153433820608,50.7449643794356
"112926",1,0,0,"TPL+",56,"male",0,51,6,"diesel","private","0",4.08879680382399,50.3793167317637
"102452",1,0,0,"TPL",78,"male",2,48,11,"gasoline","private","0",5.5777239202498,49.6667379046815
"13950",0.279452054794521,0,0,"TPL+",39,"male",0,51,4,"diesel","private","0",4.34681694963428,50.6925313743915
"12077",1,0,0,"TPL+",37,"male",0,43,5,"diesel","private","0",4.45010368242163,50.6829058046068
"18353",1,0,0,"TPL++",59,"male",0,80,2,"diesel","private","0",4.22762023002984,50.8594359205712
"114963",0.161643835616438,0,0,"TPL+",59,"male",2,55,9,"gasoline","private","0",4.2756250626788,50.4623025673164
"109835",1,0,0,"TPL+",60,"male",2,98,3,"gasoline","private","0",3.87474675433954,50.390620653242
"163034",0.145205479452055,0,0,"TPL",74,"male",2,35,14,"gasoline","private","0",3.60460166175662,51.2278412942147
"16172",1,0,0,"TPL+",59,"male",0,51,9,"diesel","private","0",4.17854723478253,50.6906257739008
"121815",1,0,0,"TPL+",60,"female",4,55,10,"gasoline","private","0",3.37582731451015,50.5925185407709
"159944",1,0,0,"TPL",21,"male",14,55,3,"gasoline","private","0",3.5041755286041,50.9908192814946
"113103",1,0,0,"TPL+",65,"male",0,40,10,"gasoline","private","0",4.08024325953923,50.4333637353578
"16855",1,0,0,"TPL+",38,"male",0,94,1,"gasoline","private","0",4.22882726584794,50.7309769583469
"106255",1,0,0,"TPL+",53,"male",0,136,17,"gasoline","private","0",3.9567613947591,50.4569048505571
"236",0.843835616438356,0,0,"TPL",40,"male",7,43,4,"gasoline","private","0",4.35522299485413,50.8453864646626
"144750",1,0,0,"TPL+",35,"male",0,61,3,"diesel","private","0",3.14281102682167,50.7930459073677
"6438",0.0191780821917808,0,0,"TPL++",30,"male",3,65,2,"gasoline","private","0",4.39673657191953,50.8706355187769
"107930",1,0,0,"TPL",30,"female",5,55,13,"gasoline","private","0",3.88961109588411,50.5257236368601
"112175",1,1,161.973629086835,"TPL+",45,"male",0,68,4,"diesel","work","0",4.1660211675673,50.4679258787816
"45970",1,0,0,"TPL++",62,"male",3,55,6,"diesel","private","0",4.52101596897939,50.7719319888291
"45215",1,0,0,"TPL+",38,"male",1,55,7,"gasoline","private","0",4.64970544998839,50.8301213619129
"34806",1,0,0,"TPL",65,"male",0,55,8,"diesel","private","0",4.6439587250489,51.1078285228912
"127687",1,0,0,"TPL+",52,"male",0,100,10,"gasoline","private","0",3.81557563469108,50.7084278097452
"134344",1,0,0,"TPL",58,"male",0,63,13,"gasoline","work","0",2.80163182440081,51.1829763734801
"3567",1,0,0,"TPL",77,"male",1,70,3,"gasoline","private","0",4.28110524587358,50.8295104693713
"32550",1,0,0,"TPL",35,"male",1,49,10,"diesel","private","0",4.97309170789158,51.1669958393875
"76506",0.917808219178082,0,0,"TPL+",71,"male",6,67,4,"diesel","private","0",5.84419842219759,50.5851528730638
"2952",0.449315068493151,0,0,"TPL+",27,"male",6,43,2,"gasoline","work","0",4.36973950405122,50.823422611616
"100317",1,0,0,"TPL+",30,"male",0,43,4,"gasoline","private","0",4.24410041644813,50.2227278852773
"76125",1,0,0,"TPL+",34,"female",1,38,7,"gasoline","private","0",5.97899687950915,50.6794834047732
"40782",1,0,0,"TPL",31,"female",9,49,10,"gasoline","private","0",4.49648354041369,51.2647530234225
"74291",1,0,0,"TPL+",58,"male",0,55,8,"diesel","private","0",5.72305244119386,50.6177182970185
"74612",0.832876712328767,1,1518.34783923609,"TPL+",27,"male",12,77,8,"gasoline","private","0",5.72305244119386,50.6177182970185
"24975",1,0,0,"TPL",29,"male",9,85,5,"gasoline","work","0",4.38714643615594,51.2160423671088
"17183",1,1,155.776290967504,"TPL",43,"male",11,55,5,"diesel","private","0",3.9762445476547,50.7533588529725
"32699",0.726027397260274,0,0,"TPL+",24,"female",8,44,1,"gasoline","private","0",5.0616033946819,51.1251790094524
"147711",1,0,0,"TPL",34,"male",2,42,8,"diesel","private","0",3.70660884472355,51.0590759805841
"68791",1,0,0,"TPL+",58,"male",0,85,6,"gasoline","private","0",5.51425896566261,50.6328884237534
"77873",1,0,0,"TPL+",71,"female",0,36,5,"gasoline","private","0",5.95459655647813,50.5312624571144
"82659",1,0,0,"TPL+",50,"male",1,47,6,"diesel","private","0",4.66949129036573,50.3939221258473
"13087",1,2,209.643553900729,"TPL+",24,"female",14,43,9,"diesel","private","0",4.39185313648323,50.7105409029163
"155038",1,0,0,"TPL",54,"male",0,52,8,"gasoline","private","0",4.03509617936571,50.9422882825979
"149019",1,0,0,"TPL",72,"male",0,44,11,"gasoline","private","0",3.70660884472355,51.0590759805841
"57334",0.66027397260274,0,0,"TPL",31,"male",0,61,2,"diesel","private","0",5.29033130239204,51.2261296101129
"107576",0.750684931506849,0,0,"TPL",47,"female",0,39,4,"gasoline","private","0",3.91157161470284,50.3653991507862
"96658",1,0,0,"TPL+",39,"male",0,55,1,"gasoline","private","0",4.51024082354512,50.3976313863189
"22495",0.641095890410959,0,0,"TPL++",47,"male",0,66,1,"diesel","private","0",4.47506361099577,50.8833884865668
"88363",1,0,0,"TPL",29,"male",8,55,6,"diesel","private","0",4.46904871668888,50.0384016213906
"137512",1,0,0,"TPL",47,"female",1,43,4,"gasoline","private","0",3.32760148329184,50.8058176302683
"31428",1,0,0,"TPL",56,"male",10,46,12,"diesel","private","0",4.87353901642639,51.3059791510934
"88156",0.627397260273973,0,0,"TPL",52,"male",0,44,19,"diesel","private","0",4.46904871668888,50.0384016213906
"43147",1,0,0,"TPL",67,"male",1,55,6,"diesel","private","0",4.65874223844029,51.258242662641
"93559",1,0,0,"TPL",70,"male",0,33,4,"gasoline","private","0",4.43709177560176,50.4173411858797
"3826",1,1,97.4717339408377,"TPL+",49,"male",0,66,1,"gasoline","private","0",4.28110524587358,50.8295104693713
"11360",0.424657534246575,0,0,"TPL",49,"female",2,33,10,"gasoline","private","0",4.55538599002718,50.6720754974774
"121320",1,0,0,"TPL+",44,"male",0,79,6,"gasoline","private","0",3.37582731451015,50.5925185407709
"85419",1,0,0,"TPL+",33,"female",1,33,6,"gasoline","private","0",5.04139965945661,50.4229482270987
"52941",1,0,0,"TPL",34,"male",1,90,4,"gasoline","private","0",5.62639415023711,50.8896079776522
"119871",1,0,0,"TPL",69,"male",1,84,14,"gasoline","private","0",3.77550094800761,50.3880758795432
"10594",1,0,0,"TPL++",26,"male",7,68,3,"diesel","private","0",4.75242626563646,50.7767714456425
"134439",1,0,0,"TPL",26,"male",9,61,2,"diesel","private","0",2.80163182440081,51.1829763734801
"120701",1,0,0,"TPL++",45,"male",0,70,2,"diesel","private","0",3.71305668117324,50.3520579982975
"150438",1,0,0,"TPL",30,"female",7,39,6,"gasoline","private","0",3.78470095295356,50.9974204491598
"89052",1,0,0,"TPL",75,"female",1,40,7,"gasoline","private","0",4.43709177560176,50.4173411858797
"131720",1,0,0,"TPL",30,"female",3,33,11,"gasoline","private","0",3.21841993490504,51.1199545366626
"98438",1,0,0,"TPL+",50,"male",1,66,1,"diesel","private","0",4.36084482483889,50.5148151514566
"74215",1,0,0,"TPL",41,"male",0,33,15,"gasoline","private","0",5.72305244119386,50.6177182970185
"11785",1,0,0,"TPL+",23,"female",10,40,3,"gasoline","private","0",4.87419458807512,50.6574048480074
"20598",1,1,64.6258419083835,"TPL",34,"female",0,44,6,"gasoline","private","0",4.42199154955779,50.9306576039942
"133505",0.063013698630137,0,0,"TPL",43,"male",0,55,14,"gasoline","private","0",2.9141331178341,51.2104512001652
"141758",1,0,0,"TPL+",31,"male",10,66,4,"diesel","private","0",3.12220097428269,50.9370076223797
"13267",1,0,0,"TPL+",38,"female",9,57,1,"gasoline","private","0",4.39185313648323,50.7105409029163
"94771",1,0,0,"TPL+",31,"male",3,59,8,"diesel","private","0",4.31082770229253,50.4122269967164
"96224",1,0,0,"TPL+",46,"male",1,48,10,"gasoline","private","0",4.36024375406355,50.4620091548263
"73253",0.665753424657534,0,0,"TPL",42,"male",5,68,11,"gasoline","private","0",5.64980991250895,50.6294126673641
"130319",1,0,0,"TPL",45,"male",11,96,11,"gasoline","private","0",3.20141248588086,51.2341856537094
"97415",1,0,0,"TPL++",38,"male",0,81,1,"diesel","private","0",4.51024082354512,50.3976313863189
"147315",1,0,0,"TPL++",52,"female",3,55,3,"diesel","private","0",3.70660884472355,51.0590759805841
"45339",1,1,76.4255736875897,"TPL+",45,"male",0,60,7,"gasoline","private","0",4.61719412807364,50.8624375210768
"141721",0.194520547945205,0,0,"TPL",38,"male",8,55,6,"diesel","work","0",3.12220097428269,50.9370076223797
"67753",0.698630136986301,0,0,"TPL++",22,"female",11,51,1,"diesel","private","0",5.42923359281155,50.5974461281429
"16296",0.216438356164384,0,0,"TPL",54,"male",1,51,5,"diesel","private","0",4.55095967133929,50.6269511541699
"116810",1,0,0,"TPL+",54,"male",5,30,9,"gasoline","private","1",3.77700355257462,50.4296187489822
"147003",1,0,0,"TPL+",62,"male",1,85,4,"gasoline","private","0",3.70660884472355,51.0590759805841
"100556",0.824657534246575,0,0,"TPL",70,"female",0,44,10,"gasoline","private","0",4.28506810584581,50.3448185973398
"104654",0.602739726027397,0,0,"TPL",36,"male",0,74,5,"diesel","private","0",5.22631315086931,49.9786440268367
"108884",1,0,0,"TPL",58,"female",0,55,3,"gasoline","private","0",4.03614560715801,50.5910847883396
"144206",1,0,0,"TPL+",70,"female",0,75,8,"gasoline","private","1",3.14281102682167,50.7930459073677
"143564",1,0,0,"TPL",43,"male",7,51,2,"diesel","private","0",3.13759553075168,50.8723221778417
"125079",0.728767123287671,1,9727.01965051971,"TPL",58,"male",3,40,3,"gasoline","private","0",3.21146030365927,50.7436010825715
"70489",0.832876712328767,0,0,"TPL",31,"male",0,102,8,"gasoline","private","0",5.34862004913753,50.5973117192636
"136661",1,0,0,"TPL",45,"female",0,66,16,"gasoline","private","0",3.25978344275901,50.8607030559774
"22519",0.0849315068493151,0,0,"TPL+",41,"male",12,66,3,"diesel","private","0",4.47506361099577,50.8833884865668
"49488",1,0,0,"TPL",46,"male",4,39,6,"gasoline","private","0",5.02952262116216,50.7649337714458
"132346",0.832876712328767,0,0,"TPL+",57,"female",0,51,3,"diesel","private","0",3.31481540441044,51.3336599920086
"4929",1,0,0,"TPL+",67,"male",0,55,8,"gasoline","private","0",4.30681573990677,50.8559335899744
"88605",1,1,1660.11814605391,"TPL",58,"female",7,55,9,"diesel","private","0",4.68720652961957,50.1448201369376
"105751",0.753424657534247,0,0,"TPL",39,"male",3,89,3,"gasoline","work","0",3.9567613947591,50.4569048505571
